company,url,content,scrape_date
Pestalozzi,https://www.pestalozzilaw.com,Senior Associate,2026-03-24
Pestalozzi,https://www.pestalozzilaw.com,Partner,2026-03-24
Pestalozzi,https://www.pestalozzilaw.com,Associate,2026-03-24
Pestalozzi,https://www.pestalozzilaw.com,Associate,2026-03-24
Pestalozzi,https://www.pestalozzilaw.com,Counsel,2026-03-24
Pestalozzi,https://www.pestalozzilaw.com,"This guide helps Swiss companies navigate legal challenges in AI, covering governance, regulation, liability, data protection, IP, and employment.",2026-03-24
Pestalozzi,https://www.pestalozzilaw.com,Pestalozzi achieved 29 individual rankings and recognition across 13 practice areas in Chambers Europe 2026,2026-03-24
Pestalozzi,https://www.pestalozzilaw.com,Swiss voters approve Federal Act introducing individual taxation: what does this mean in practice?,2026-03-24
Pestalozzi,https://www.pestalozzilaw.com,Pestalozzi contributes to the Chambers Patent Litigation Global Practice Guide 2026,2026-03-24
Pestalozzi,https://www.pestalozzilaw.com,We offer both young as well as experienced lawyers exciting career opportunities,2026-03-24
Pestalozzi,https://www.pestalozzilaw.com,"If you have any questions or require further information, our team is at your disposal at all times. Please use the form below to submit your inquiry without obligation. We will get back to you promptly.",2026-03-24
Pestalozzi,https://www.pestalozzilaw.com,Sign up to receive our e-mail updates on the latest legal trends and developments:,2026-03-24
